Name,Year,Month,value
Qui Nhơn,2009,10,81.0
Pleiku,2009,10,87.0
Đà Lạt,2009,10,89.0
Nha Trang,2009,10,82.0
Vũng Tàu,2009,10,84.0
Cà Mau,2009,10,85.0
Lai Châu,2008,10,85.0
Sơn La,2008,10,86.0
Tuyên Quang,2008,10,85.0
Hà Nội,2008,10,80.0
Bãi Cháy,2008,10,78.0
Nam Định,2008,10,86.0
Vinh,2008,10,89.0
Huế,2008,10,94.0
Đà Nẵng,2008,10,88.0
Qui Nhơn,2008,10,85.0
Pleiku,2008,10,89.0
Đà Lạt,2008,10,88.0
Nha Trang,2008,10,81.0
Vũng Tàu,2008,10,80.0
Cà Mau,2008,10,89.0
Lai Châu,2007,10,85.0
Sơn La,2007,10,82.0
Tuyên Quang,2007,10,83.0
Hà Nội,2007,10,77.0
Bãi Cháy,2007,10,75.0
Nam Định,2007,10,83.0
Vinh,2007,10,87.0
Huế,2007,10,94.0
Đà Nẵng,2007,10,87.0
Qui Nhơn,2007,10,83.0
Pleiku,2007,10,89.0
Đà Lạt,2007,10,90.0
Nha Trang,2007,10,84.0
Vũng Tàu,2007,10,81.0
Cà Mau,2007,10,87.0
Lai Châu,2006,10,87.0
Sơn La,2006,10,82.0
Tuyên Quang,2006,10,85.0
Hà Nội,2006,10,76.0
Bãi Cháy,2006,10,82.0
Nam Định,2006,10,83.0
Vinh,2006,10,89.0
Huế,2006,10,88.0
Đà Nẵng,2006,10,84.0
Qui Nhơn,2006,10,79.0
Pleiku,2006,10,84.0
Đà Lạt,2006,10,88.0
Nha Trang,2006,10,81.0
Vũng Tàu,2006,10,80.0
Cà Mau,2006,10,85.0
Lai Châu,2005,10,77.0
Sơn La,2005,10,83.0
Tuyên Quang,2005,10,84.0
Hà Nội,2005,10,76.0
Bãi Cháy,2005,10,77.0
Nam Định,2005,10,80.0
Vinh,2005,10,86.0
Huế,2005,10,91.0
Đà Nẵng,2005,10,86.0
Qui Nhơn,2005,10,85.0
Pleiku,2005,10,86.0
Đà Lạt,2005,10,91.0
Nha Trang,2005,10,83.0
Vũng Tàu,2005,10,81.0
Cà Mau,2005,10,85.0
Lai Châu,2004,10,82.0
Sơn La,2004,10,77.0
Tuyên Quang,2004,10,78.0
Hà Nội,2004,10,67.0
Bãi Cháy,2004,10,73.0
Nam Định,2004,10,78.0
Vinh,2004,10,83.0
Huế,2004,10,90.0
Đà Nẵng,2004,10,83.0
Qui Nhơn,2004,10,77.0
Pleiku,2004,10,84.0
Đà Lạt,2004,10,84.0
Nha Trang,2004,10,76.0
Vũng Tàu,2004,10,80.0
Cà Mau,2004,10,83.0
Lai Châu,2003,10,78.0
Sơn La,2003,10,77.0
Tuyên Quang,2003,10,80.0
Hà Nội,2003,10,72.0
Bãi Cháy,2003,10,78.0
Nam Định,2003,10,78.0
Vinh,2003,10,86.0
Huế,2003,10,90.0
Đà Nẵng,2003,10,85.0
Qui Nhơn,2003,10,82.0
Pleiku,2003,10,88.0
Đà Lạt,2003,10,91.0
Nha Trang,2003,10,83.0
Vũng Tàu,2003,10,83.0
Cà Mau,2003,10,93.0
Lai Châu,2002,10,82.0
Sơn La,2002,10,83.0
Tuyên Quang,2002,10,83.0
Hà Nội,2002,10,78.0
Bãi Cháy,2002,10,79.0
Nam Định,2002,10,85.0
Vinh,2002,10,87.0
Huế,2002,10,91.0
Đà Nẵng,2002,10,86.0
Qui Nhơn,2002,10,81.0
Pleiku,2002,10,88.0
Đà Lạt,2002,10,90.0
Nha Trang,2002,10,81.0
Vũng Tàu,2002,10,84.0
Cà Mau,2002,10,83.0
Lai Châu,2019,11,82.0
Sơn La,2019,11,80.0
Tuyên Quang,2019,11,81.0
Hà Nội,2019,11,73.0
Bãi Cháy,2019,11,77.0
Nam Định,2019,11,80.0
Vinh,2019,11,87.0
Huế,2019,11,91.0
Đà Nẵng,2019,11,81.0
Qui Nhơn,2019,11,83.0
Pleiku,2019,11,81.0
Đà Lạt,2019,11,83.0
Nha Trang,2019,11,81.0
Vũng Tàu,2019,11,79.0
Cà Mau,2019,11,80.0
Lai Châu,2018,11,84.0
Sơn La,2018,11,78.0
Tuyên Quang,2018,11,82.0
Hà Nội,2018,11,75.0
Bãi Cháy,2018,11,81.0
Nam Định,2018,11,82.0
Vinh,2018,11,85.0
Huế,2018,11,91.0
Đà Nẵng,2018,11,82.0
Qui Nhơn,2018,11,81.0
Pleiku,2018,11,78.0
Đà Lạt,2018,11,85.0
Nha Trang,2018,11,82.0
Vũng Tàu,2018,11,78.0
Cà Mau,2018,11,80.0
Lai Châu,2017,11,86.0
Sơn La,2017,11,81.0
Tuyên Quang,2017,11,80.0
Hà Nội,2017,11,71.0
Bãi Cháy,2017,11,79.0
Nam Định,2017,11,78.0
Vinh,2017,11,85.0
Huế,2017,11,94.0
Đà Nẵng,2017,11,89.0
Qui Nhơn,2017,11,87.0
Pleiku,2017,11,83.0
Đà Lạt,2017,11,87.0
Nha Trang,2017,11,84.0
Vũng Tàu,2017,11,81.0
Cà Mau,2017,11,83.0
Lai Châu,2016,11,82.0
Sơn La,2016,11,81.0
Tuyên Quang,2016,11,82.0
Hà Nội,2016,11,71.0
Bãi Cháy,2016,11,80.0
Nam Định,2016,11,79.0
Vinh,2016,11,87.0
Huế,2016,11,91.0
Đà Nẵng,2016,11,85.0
Qui Nhơn,2016,11,86.0
Pleiku,2016,11,82.0
Đà Lạt,2016,11,85.0
Nha Trang,2016,11,83.0
Vũng Tàu,2016,11,80.0
Cà Mau,2016,11,82.0
Lai Châu,2015,11,83.0
Sơn La,2015,11,82.0
Tuyên Quang,2015,11,85.0
Hà Nội,2015,11,80.0
Bãi Cháy,2015,11,82.0
Nam Định,2015,11,84.0
Vinh,2015,11,87.0
Huế,2015,11,90.0
Đà Nẵng,2015,11,84.0
Qui Nhơn,2015,11,86.0
Pleiku,2015,11,81.0
Đà Lạt,2015,11,85.0
Nha Trang,2015,11,85.0
Vũng Tàu,2015,11,75.0
Cà Mau,2015,11,83.0
Lai Châu,2014,11,83.0
Sơn La,2014,11,85.0
Tuyên Quang,2014,11,83.0
Hà Nội,2014,11,79.0
Bãi Cháy,2014,11,79.0
Nam Định,2014,11,86.0
Vinh,2014,11,89.0
Huế,2014,11,91.0
Đà Nẵng,2014,11,85.0
Qui Nhơn,2014,11,80.0
Pleiku,2014,11,80.0
Đà Lạt,2014,11,85.0
Nha Trang,2014,11,80.0
Vũng Tàu,2014,11,77.0
Cà Mau,2014,11,85.0
Lai Châu,2013,11,84.0
Sơn La,2013,11,79.0
Tuyên Quang,2013,11,79.0
Hà Nội,2013,11,73.0
Bãi Cháy,2013,11,76.0
Nam Định,2013,11,81.0
Vinh,2013,11,89.0
Huế,2013,11,93.0
Đà Nẵng,2013,11,85.0
Qui Nhơn,2013,11,83.0
Pleiku,2013,11,79.0
Đà Lạt,2013,11,85.0
Nha Trang,2013,11,83.0
Vũng Tàu,2013,11,79.0
Cà Mau,2013,11,82.0
Lai Châu,2012,11,87.0
Sơn La,2012,11,84.0
Tuyên Quang,2012,11,84.0
Hà Nội,2012,11,79.0
Bãi Cháy,2012,11,83.0
Nam Định,2012,11,86.0
Vinh,2012,11,87.0
Huế,2012,11,90.0
Đà Nẵng,2012,11,86.0
Qui Nhơn,2012,11,80.0
Pleiku,2012,11,78.0
Đà Lạt,2012,11,84.0
Nha Trang,2012,11,82.0
Vũng Tàu,2012,11,77.0
Cà Mau,2012,11,83.0
Lai Châu,2011,11,83.0
Sơn La,2011,11,82.0
Tuyên Quang,2011,11,84.0
Hà Nội,2011,11,76.0
Bãi Cháy,2011,11,80.0
Nam Định,2011,11,80.0
Vinh,2011,11,86.0
Huế,2011,11,91.0
Đà Nẵng,2011,11,85.0
Qui Nhơn,2011,11,81.0
Pleiku,2011,11,81.0
Đà Lạt,2011,11,81.0
Nha Trang,2011,11,79.0
Vũng Tàu,2011,11,78.0
Cà Mau,2011,11,82.0
Lai Châu,2010,11,82.0
Sơn La,2010,11,78.0
Tuyên Quang,2010,11,73.0
Hà Nội,2010,11,71.0
Bãi Cháy,2010,11,71.0
Nam Định,2010,11,76.0
Vinh,2010,11,83.0
Huế,2010,11,93.0
Đà Nẵng,2010,11,88.0
Qui Nhơn,2010,11,89.0
Pleiku,2010,11,78.0
Đà Lạt,2010,11,84.0
Nha Trang,2010,11,85.0
Vũng Tàu,2010,11,77.0
Cà Mau,2010,11,83.0
Lai Châu,2009,11,81.0
Sơn La,2009,11,74.0
Tuyên Quang,2009,11,74.0
Hà Nội,2009,11,66.0
Bãi Cháy,2009,11,71.0
Nam Định,2009,11,73.0
Vinh,2009,11,81.0
Huế,2009,11,91.0
Đà Nẵng,2009,11,83.0
Qui Nhơn,2009,11,83.0
Pleiku,2009,11,78.0
Đà Lạt,2009,11,84.0
Nha Trang,2009,11,81.0
Vũng Tàu,2009,11,79.0
Cà Mau,2009,11,81.0
Lai Châu,2008,11,84.0
Sơn La,2008,11,83.0
Tuyên Quang,2008,11,83.0
Hà Nội,2008,11,76.0
Bãi Cháy,2008,11,72.0
Nam Định,2008,11,79.0
Vinh,2008,11,82.0
Huế,2008,11,93.0
Đà Nẵng,2008,11,85.0
Qui Nhơn,2008,11,85.0
Pleiku,2008,11,83.0
Đà Lạt,2008,11,89.0
Nha Trang,2008,11,85.0
Vũng Tàu,2008,11,80.0
Cà Mau,2008,11,85.0
Lai Châu,2007,11,89.0
Sơn La,2007,11,80.0
Tuyên Quang,2007,11,79.0
Hà Nội,2007,11,67.0
Bãi Cháy,2007,11,67.0
Nam Định,2007,11,73.0
Vinh,2007,11,80.0
Huế,2007,11,92.0
Đà Nẵng,2007,11,85.0
Qui Nhơn,2007,11,82.0
Pleiku,2007,11,85.0
Đà Lạt,2007,11,86.0
Nha Trang,2007,11,83.0
Vũng Tàu,2007,11,77.0
Cà Mau,2007,11,82.0
Lai Châu,2006,11,85.0
Sơn La,2006,11,76.0
Tuyên Quang,2006,11,83.0
Hà Nội,2006,11,76.0
Bãi Cháy,2006,11,79.0
Nam Định,2006,11,81.0
Vinh,2006,11,85.0
Huế,2006,11,88.0
Đà Nẵng,2006,11,82.0
Qui Nhơn,2006,11,79.0
Pleiku,2006,11,80.0
Đà Lạt,2006,11,83.0
Nha Trang,2006,11,80.0
Vũng Tàu,2006,11,76.0
Cà Mau,2006,11,82.0
Lai Châu,2005,11,83.0
Sơn La,2005,11,84.0
Tuyên Quang,2005,11,86.0
Hà Nội,2005,11,79.0
Bãi Cháy,2005,11,82.0
Nam Định,2005,11,83.0
Vinh,2005,11,86.0
Huế,2005,11,91.0
Đà Nẵng,2005,11,85.0
Qui Nhơn,2005,11,84.0
Pleiku,2005,11,84.0
Đà Lạt,2005,11,87.0
Nha Trang,2005,11,80.0
Vũng Tàu,2005,11,80.0
Cà Mau,2005,11,82.0
Lai Châu,2004,11,85.0
Sơn La,2004,11,82.0
Tuyên Quang,2004,11,81.0
Hà Nội,2004,11,75.0
Bãi Cháy,2004,11,78.0
Nam Định,2004,11,82.0
Vinh,2004,11,86.0
Huế,2004,11,92.0
Đà Nẵng,2004,11,86.0
Qui Nhơn,2004,11,81.0
Pleiku,2004,11,80.0
Đà Lạt,2004,11,87.0
Nha Trang,2004,11,79.0
Vũng Tàu,2004,11,76.0
Cà Mau,2004,11,79.0
Lai Châu,2003,11,78.0
Sơn La,2003,11,77.0
Tuyên Quang,2003,11,76.0
Hà Nội,2003,11,71.0
Bãi Cháy,2003,11,77.0
Nam Định,2003,11,77.0
Vinh,2003,11,85.0
Huế,2003,11,91.0
Đà Nẵng,2003,11,83.0
Qui Nhơn,2003,11,79.0
Pleiku,2003,11,85.0
Đà Lạt,2003,11,88.0
Nha Trang,2003,11,79.0
Vũng Tàu,2003,11,79.0
Cà Mau,2003,11,83.0
Lai Châu,2002,11,79.0
Sơn La,2002,11,84.0
Tuyên Quang,2002,11,85.0
Hà Nội,2002,11,72.0
Bãi Cháy,2002,11,82.0
Nam Định,2002,11,83.0
Vinh,2002,11,90.0
Huế,2002,11,94.0
Đà Nẵng,2002,11,85.0
Qui Nhơn,2002,11,87.0
Pleiku,2002,11,86.0
Đà Lạt,2002,11,88.0
Nha Trang,2002,11,87.0
Vũng Tàu,2002,11,82.0
Cà Mau,2002,11,84.0
Lai Châu,2019,12,77.0
Sơn La,2019,12,73.0
Tuyên Quang,2019,12,79.0
Hà Nội,2019,12,69.0
Bãi Cháy,2019,12,73.0
Nam Định,2019,12,76.0
Vinh,2019,12,82.0
Huế,2019,12,90.0
Đà Nẵng,2019,12,81.0
Qui Nhơn,2019,12,77.0
Pleiku,2019,12,76.0
Đà Lạt,2019,12,80.0
Nha Trang,2019,12,76.0
Vũng Tàu,2019,12,76.0
Cà Mau,2019,12,76.0
Lai Châu,2018,12,86.0
Sơn La,2018,12,79.0
Tuyên Quang,2018,12,81.0
Hà Nội,2018,12,79.0
Bãi Cháy,2018,12,85.0
Nam Định,2018,12,85.0
Vinh,2018,12,88.0
Huế,2018,12,93.0
Đà Nẵng,2018,12,87.0
Qui Nhơn,2018,12,83.0
Pleiku,2018,12,77.0
Đà Lạt,2018,12,84.0
Nha Trang,2018,12,82.0
Vũng Tàu,2018,12,79.0
Cà Mau,2018,12,80.0
Lai Châu,2017,12,85.0
Sơn La,2017,12,80.0
Tuyên Quang,2017,12,79.0
Hà Nội,2017,12,70.0
Bãi Cháy,2017,12,73.0
Nam Định,2017,12,77.0
Vinh,2017,12,85.0
Huế,2017,12,92.0
Đà Nẵng,2017,12,84.0
Qui Nhơn,2017,12,81.0
Pleiku,2017,12,78.0
Đà Lạt,2017,12,84.0
Nha Trang,2017,12,77.0
Vũng Tàu,2017,12,76.0
Cà Mau,2017,12,79.0
Lai Châu,2016,12,78.0
Sơn La,2016,12,76.0
Tuyên Quang,2016,12,76.0
Hà Nội,2016,12,64.0
Bãi Cháy,2016,12,72.0
Nam Định,2016,12,75.0
Vinh,2016,12,84.0
Huế,2016,12,98.0
Đà Nẵng,2016,12,89.0
Qui Nhơn,2016,12,87.0
Pleiku,2016,12,83.0
Đà Lạt,2016,12,86.0
Nha Trang,2016,12,86.0
Vũng Tàu,2016,12,82.0
Cà Mau,2016,12,80.0
Lai Châu,2015,12,87.0
Sơn La,2015,12,87.0
Tuyên Quang,2015,12,84.0
Hà Nội,2015,12,75.0
Bãi Cháy,2015,12,81.0
Nam Định,2015,12,84.0
Vinh,2015,12,85.0
Huế,2015,12,92.0
Đà Nẵng,2015,12,86.0
Qui Nhơn,2015,12,84.0
Pleiku,2015,12,78.0
Đà Lạt,2015,12,83.0
Nha Trang,2015,12,81.0
Vũng Tàu,2015,12,74.0
Cà Mau,2015,12,78.0
Lai Châu,2014,12,81.0
Sơn La,2014,12,79.0
Tuyên Quang,2014,12,76.0
Hà Nội,2014,12,67.0
Bãi Cháy,2014,12,70.0
Nam Định,2014,12,75.0
Vinh,2014,12,84.0
Huế,2014,12,94.0
Đà Nẵng,2014,12,89.0
Qui Nhơn,2014,12,85.0
Pleiku,2014,12,79.0
Đà Lạt,2014,12,88.0
Nha Trang,2014,12,80.0
Vũng Tàu,2014,12,75.0
Cà Mau,2014,12,79.0
Lai Châu,2013,12,81.0
Sơn La,2013,12,77.0
Tuyên Quang,2013,12,78.0
Hà Nội,2013,12,68.0
Bãi Cháy,2013,12,72.0
Nam Định,2013,12,76.0
Vinh,2013,12,82.0
Huế,2013,12,91.0
Đà Nẵng,2013,12,80.0
Qui Nhơn,2013,12,73.0
Pleiku,2013,12,75.0
Đà Lạt,2013,12,83.0
Nha Trang,2013,12,72.0
Vũng Tàu,2013,12,77.0
Cà Mau,2013,12,77.0
Lai Châu,2012,12,85.0
Sơn La,2012,12,81.0
Tuyên Quang,2012,12,83.0
Hà Nội,2012,12,79.0
Bãi Cháy,2012,12,81.0
Nam Định,2012,12,85.0
Vinh,2012,12,87.0
Huế,2012,12,91.0
Đà Nẵng,2012,12,84.0
Qui Nhơn,2012,12,76.0
Pleiku,2012,12,73.0
Đà Lạt,2012,12,80.0
Nha Trang,2012,12,78.0
Vũng Tàu,2012,12,73.0
Cà Mau,2012,12,78.0
Lai Châu,2011,12,77.0
Sơn La,2011,12,75.0
Tuyên Quang,2011,12,75.0
Hà Nội,2011,12,67.0
Bãi Cháy,2011,12,71.0
Nam Định,2011,12,72.0
Vinh,2011,12,84.0
Huế,2011,12,96.0
Đà Nẵng,2011,12,88.0
Qui Nhơn,2011,12,79.0
Pleiku,2011,12,75.0
Đà Lạt,2011,12,83.0
Nha Trang,2011,12,77.0
Vũng Tàu,2011,12,78.0
Cà Mau,2011,12,78.0
Lai Châu,2010,12,83.0
Sơn La,2010,12,83.0
Tuyên Quang,2010,12,75.0
Hà Nội,2010,12,77.0
Bãi Cháy,2010,12,78.0
Nam Định,2010,12,81.0
Vinh,2010,12,83.0
Huế,2010,12,92.0
Đà Nẵng,2010,12,84.0
Qui Nhơn,2010,12,81.0
Pleiku,2010,12,79.0
Đà Lạt,2010,12,84.0
Nha Trang,2010,12,79.0
Vũng Tàu,2010,12,77.0
Cà Mau,2010,12,81.0
Lai Châu,2009,12,79.0
Sơn La,2009,12,79.0
Tuyên Quang,2009,12,75.0
Hà Nội,2009,12,73.0
Bãi Cháy,2009,12,78.0
Nam Định,2009,12,81.0
Vinh,2009,12,87.0
Huế,2009,12,92.0
Đà Nẵng,2009,12,84.0
Qui Nhơn,2009,12,79.0
Pleiku,2009,12,79.0
Đà Lạt,2009,12,84.0
Nha Trang,2009,12,81.0
Vũng Tàu,2009,12,77.0
Cà Mau,2009,12,79.0
Lai Châu,2008,12,82.0
Sơn La,2008,12,83.0
Tuyên Quang,2008,12,81.0
Hà Nội,2008,12,75.0
Bãi Cháy,2008,12,74.0
Nam Định,2008,12,79.0
Vinh,2008,12,82.0
Huế,2008,12,95.0
Đà Nẵng,2008,12,87.0
Qui Nhơn,2008,12,81.0
Pleiku,2008,12,81.0
Đà Lạt,2008,12,85.0
Nha Trang,2008,12,82.0
Vũng Tàu,2008,12,76.0
Cà Mau,2008,12,82.0
Lai Châu,2007,12,85.0
Sơn La,2007,12,83.0
Tuyên Quang,2007,12,83.0
Hà Nội,2007,12,77.0
Bãi Cháy,2007,12,81.0
Nam Định,2007,12,85.0
Vinh,2007,12,89.0
Huế,2007,12,92.0
Đà Nẵng,2007,12,85.0
Qui Nhơn,2007,12,80.0
Pleiku,2007,12,80.0
Đà Lạt,2007,12,80.0
Nha Trang,2007,12,79.0
Vũng Tàu,2007,12,77.0
Cà Mau,2007,12,79.0
Lai Châu,2006,12,79.0
Sơn La,2006,12,77.0
Tuyên Quang,2006,12,82.0
Hà Nội,2006,12,75.0
Bãi Cháy,2006,12,67.0
Nam Định,2006,12,78.0
Vinh,2006,12,85.0
Huế,2006,12,90.0
Đà Nẵng,2006,12,82.0
Qui Nhơn,2006,12,79.0
Pleiku,2006,12,77.0
Đà Lạt,2006,12,83.0
Nha Trang,2006,12,80.0
Vũng Tàu,2006,12,74.0
Cà Mau,2006,12,79.0
Lai Châu,2005,12,80.0
Sơn La,2005,12,82.0
Tuyên Quang,2005,12,81.0
Hà Nội,2005,12,69.0
Bãi Cháy,2005,12,72.0
Nam Định,2005,12,76.0
Vinh,2005,12,83.0
Huế,2005,12,95.0
Đà Nẵng,2005,12,88.0
Qui Nhơn,2005,12,87.0
Pleiku,2005,12,80.0
Đà Lạt,2005,12,91.0
Nha Trang,2005,12,84.0
Vũng Tàu,2005,12,80.0
Cà Mau,2005,12,84.0
Lai Châu,2004,12,83.0
Sơn La,2004,12,78.0
Tuyên Quang,2004,12,81.0
Hà Nội,2004,12,73.0
Bãi Cháy,2004,12,75.0
Nam Định,2004,12,80.0
Vinh,2004,12,83.0
Huế,2004,12,90.0
Đà Nẵng,2004,12,85.0
Qui Nhơn,2004,12,77.0
Pleiku,2004,12,79.0
Đà Lạt,2004,12,82.0
Nha Trang,2004,12,76.0
Vũng Tàu,2004,12,77.0
Cà Mau,2004,12,81.0
Lai Châu,2003,12,73.0
Sơn La,2003,12,72.0
Tuyên Quang,2003,12,77.0
Hà Nội,2003,12,70.0
Bãi Cháy,2003,12,75.0
Nam Định,2003,12,75.0
Vinh,2003,12,85.0
Huế,2003,12,92.0
Đà Nẵng,2003,12,87.0
Qui Nhơn,2003,12,81.0
Pleiku,2003,12,81.0
Đà Lạt,2003,12,87.0
Nha Trang,2003,12,77.0
Vũng Tàu,2003,12,76.0
Cà Mau,2003,12,78.0
Lai Châu,2002,12,80.0
Sơn La,2002,12,84.0
Tuyên Quang,2002,12,83.0
Hà Nội,2002,12,81.0
Bãi Cháy,2002,12,84.0
Nam Định,2002,12,88.0
Vinh,2002,12,92.0
Huế,2002,12,95.0
Đà Nẵng,2002,12,87.0
Qui Nhơn,2002,12,85.0
Pleiku,2002,12,85.0
Đà Lạt,2002,12,87.0
Nha Trang,2002,12,83.0
Vũng Tàu,2002,12,79.0
Cà Mau,2002,12,81.0
