,Name,Year,Month,value
2235,Lai Châu,2010,11,20.5
2236,Sơn La,2010,11,18.4
2237,Tuyên Quang,2010,11,20.7
2238,Hà Nội,2010,11,22.1
2239,Bãi Cháy,2010,11,21.7
2240,Nam Định,2010,11,22.0
2241,Vinh,2010,11,22.2
2242,Huế,2010,11,22.6
2243,Đà Nẵng,2010,11,23.7
2244,Qui Nhơn,2010,11,24.6
2245,Pleiku,2010,11,21.3
2246,Đà Lạt,2010,11,17.8
2247,Nha Trang,2010,11,25.2
2248,Vũng Tàu,2010,11,27.5
2249,Cà Mau,2010,11,27.4
2250,Lai Châu,2009,11,20.4
2251,Sơn La,2009,11,18.0
2252,Tuyên Quang,2009,11,20.7
2253,Hà Nội,2009,11,21.9
2254,Bãi Cháy,2009,11,20.9
2255,Nam Định,2009,11,21.4
2256,Vinh,2009,11,21.8
2257,Huế,2009,11,22.6
2258,Đà Nẵng,2009,11,24.4
2259,Qui Nhơn,2009,11,25.4
2260,Pleiku,2009,11,21.4
2261,Đà Lạt,2009,11,17.8
2262,Nha Trang,2009,11,26.2
2263,Vũng Tàu,2009,11,27.6
2264,Cà Mau,2009,11,27.4
2265,Lai Châu,2008,11,20.2
2266,Sơn La,2008,11,17.5
2267,Tuyên Quang,2008,11,20.4
2268,Hà Nội,2008,11,21.4
2269,Bãi Cháy,2008,11,21.5
2270,Nam Định,2008,11,21.3
2271,Vinh,2008,11,22.1
2272,Huế,2008,11,22.7
2273,Đà Nẵng,2008,11,24.4
2274,Qui Nhơn,2008,11,25.6
2275,Pleiku,2008,11,21.1
2276,Đà Lạt,2008,11,17.5
2277,Nha Trang,2008,11,25.8
2278,Vũng Tàu,2008,11,27.3
2279,Cà Mau,2008,11,26.7
2280,Lai Châu,2007,11,19.6
2281,Sơn La,2007,11,16.7
2282,Tuyên Quang,2007,11,19.8
2283,Hà Nội,2007,11,21.4
2284,Bãi Cháy,2007,11,20.5
2285,Nam Định,2007,11,20.7
2286,Vinh,2007,11,20.7
2287,Huế,2007,11,21.6
2288,Đà Nẵng,2007,11,23.2
2289,Qui Nhơn,2007,11,24.5
2290,Pleiku,2007,11,19.9
2291,Đà Lạt,2007,11,16.7
2292,Nha Trang,2007,11,24.9
2293,Vũng Tàu,2007,11,27.0
2294,Cà Mau,2007,11,26.6
2295,Lai Châu,2006,11,20.9
2296,Sơn La,2006,11,20.5
2297,Tuyên Quang,2006,11,23.3
2298,Hà Nội,2006,11,24.7
2299,Bãi Cháy,2006,11,23.9
2300,Nam Định,2006,11,24.6
2301,Vinh,2006,11,26.2
2302,Huế,2006,11,25.1
2303,Đà Nẵng,2006,11,26.2
2304,Qui Nhơn,2006,11,26.8
2305,Pleiku,2006,11,21.9
2306,Đà Lạt,2006,11,18.1
2307,Nha Trang,2006,11,26.4
2308,Vũng Tàu,2006,11,28.3
2309,Cà Mau,2006,11,28.0
2310,Lai Châu,2019,12,14.2
2311,Sơn La,2019,12,16.0
2312,Tuyên Quang,2019,12,18.1
2313,Hà Nội,2019,12,19.6
2314,Bãi Cháy,2019,12,19.1
2315,Nam Định,2019,12,19.2
2316,Vinh,2019,12,20.1
2317,Huế,2019,12,21.4
2318,Đà Nẵng,2019,12,22.7
2319,Qui Nhơn,2019,12,24.2
2320,Pleiku,2019,12,19.7
2321,Đà Lạt,2019,12,16.0
2322,Nha Trang,2019,12,24.8
2323,Vũng Tàu,2019,12,26.1
2324,Cà Mau,2019,12,26.5
2325,Lai Châu,2018,12,15.6
2326,Sơn La,2018,12,17.0
2327,Tuyên Quang,2018,12,19.6
2328,Hà Nội,2018,12,19.9
2329,Bãi Cháy,2018,12,19.0
2330,Nam Định,2018,12,19.1
2331,Vinh,2018,12,20.6
2332,Huế,2018,12,22.4
2333,Đà Nẵng,2018,12,24.2
2334,Qui Nhơn,2018,12,26.0
2335,Pleiku,2018,12,22.2
2336,Đà Lạt,2018,12,17.8
2337,Nha Trang,2018,12,26.4
2338,Vũng Tàu,2018,12,27.6
2339,Cà Mau,2018,12,27.8
2340,Lai Châu,2017,12,13.8
2341,Sơn La,2017,12,15.0
2342,Tuyên Quang,2017,12,17.2
2343,Hà Nội,2017,12,18.1
2344,Bãi Cháy,2017,12,17.5
2345,Nam Định,2017,12,17.5
2346,Vinh,2017,12,18.4
2347,Huế,2017,12,19.9
2348,Đà Nẵng,2017,12,22.2
2349,Qui Nhơn,2017,12,24.1
2350,Pleiku,2017,12,20.0
2351,Đà Lạt,2017,12,16.7
2352,Nha Trang,2017,12,25.1
2353,Vũng Tàu,2017,12,26.7
2354,Cà Mau,2017,12,26.3
2355,Lai Châu,2016,12,15.2
2356,Sơn La,2016,12,17.1
2357,Tuyên Quang,2016,12,19.7
2358,Hà Nội,2016,12,21.4
2359,Bãi Cháy,2016,12,20.3
2360,Nam Định,2016,12,20.5
2361,Vinh,2016,12,20.4
2362,Huế,2016,12,21.1
2363,Đà Nẵng,2016,12,23.2
2364,Qui Nhơn,2016,12,24.9
2365,Pleiku,2016,12,21.1
2366,Đà Lạt,2016,12,17.6
2367,Nha Trang,2016,12,25.4
2368,Vũng Tàu,2016,12,26.7
2369,Cà Mau,2016,12,27.1
2370,Lai Châu,2015,12,14.0
2371,Sơn La,2015,12,15.7
2372,Tuyên Quang,2015,12,17.9
2373,Hà Nội,2015,12,18.5
2374,Bãi Cháy,2015,12,18.1
2375,Nam Định,2015,12,18.4
2376,Vinh,2015,12,19.7
2377,Huế,2015,12,21.8
2378,Đà Nẵng,2015,12,23.9
2379,Qui Nhơn,2015,12,25.6
2380,Pleiku,2015,12,21.7
2381,Đà Lạt,2015,12,17.7
2382,Nha Trang,2015,12,26.3
2383,Vũng Tàu,2015,12,27.8
2384,Cà Mau,2015,12,27.8
2385,Lai Châu,2014,12,13.9
2386,Sơn La,2014,12,14.5
2387,Tuyên Quang,2014,12,16.7
2388,Hà Nội,2014,12,17.6
2389,Bãi Cháy,2014,12,16.4
2390,Nam Định,2014,12,16.9
2391,Vinh,2014,12,17.9
2392,Huế,2014,12,19.7
2393,Đà Nẵng,2014,12,21.7
2394,Qui Nhơn,2014,12,23.7
2395,Pleiku,2014,12,20.6
2396,Đà Lạt,2014,12,17.1
2397,Nha Trang,2014,12,25.0
2398,Vũng Tàu,2014,12,27.1
2399,Cà Mau,2014,12,27.2
2400,Lai Châu,2013,12,12.4
2401,Sơn La,2013,12,13.0
2402,Tuyên Quang,2013,12,15.1
2403,Hà Nội,2013,12,16.3
2404,Bãi Cháy,2013,12,15.3
2405,Nam Định,2013,12,15.4
2406,Vinh,2013,12,16.5
2407,Huế,2013,12,18.3
2408,Đà Nẵng,2013,12,20.8
2409,Qui Nhơn,2013,12,23.1
2410,Pleiku,2013,12,18.6
2411,Đà Lạt,2013,12,16.2
2412,Nha Trang,2013,12,24.4
2413,Vũng Tàu,2013,12,26.3
2414,Cà Mau,2013,12,26.1
2415,Lai Châu,2012,12,15.8
2416,Sơn La,2012,12,17.4
2417,Tuyên Quang,2012,12,17.9
2418,Hà Nội,2012,12,18.7
2419,Bãi Cháy,2012,12,18.8
2420,Nam Định,2012,12,18.9
2421,Vinh,2012,12,20.5
2422,Huế,2012,12,22.7
2423,Đà Nẵng,2012,12,24.5
2424,Qui Nhơn,2012,12,25.9
2425,Pleiku,2012,12,21.6
2426,Đà Lạt,2012,12,17.3
2427,Nha Trang,2012,12,26.4
2428,Vũng Tàu,2012,12,27.9
2429,Cà Mau,2012,12,27.8
2430,Lai Châu,2011,12,18.1
2431,Sơn La,2011,12,14.7
2432,Tuyên Quang,2011,12,16.5
2433,Hà Nội,2011,12,17.4
2434,Bãi Cháy,2011,12,17.0
2435,Nam Định,2011,12,17.0
2436,Vinh,2011,12,17.1
2437,Huế,2011,12,18.6
2438,Đà Nẵng,2011,12,20.8
2439,Qui Nhơn,2011,12,23.6
2440,Pleiku,2011,12,19.7
2441,Đà Lạt,2011,12,16.4
2442,Nha Trang,2011,12,24.4
2443,Vũng Tàu,2011,12,26.3
2444,Cà Mau,2011,12,26.4
2445,Lai Châu,2010,12,19.2
2446,Sơn La,2010,12,16.9
2447,Tuyên Quang,2010,12,19.4
2448,Hà Nội,2010,12,19.4
2449,Bãi Cháy,2010,12,19.1
2450,Nam Định,2010,12,19.6
2451,Vinh,2010,12,20.3
2452,Huế,2010,12,21.3
2453,Đà Nẵng,2010,12,22.5
2454,Qui Nhơn,2010,12,24.5
2455,Pleiku,2010,12,19.9
2456,Đà Lạt,2010,12,16.7
2457,Nha Trang,2010,12,24.8
2458,Vũng Tàu,2010,12,26.5
2459,Cà Mau,2010,12,26.7
2460,Lai Châu,2009,12,18.4
2461,Sơn La,2009,12,16.2
2462,Tuyên Quang,2009,12,19.4
2463,Hà Nội,2009,12,19.9
2464,Bãi Cháy,2009,12,18.8
2465,Nam Định,2009,12,19.7
2466,Vinh,2009,12,20.1
2467,Huế,2009,12,21.2
2468,Đà Nẵng,2009,12,23.2
2469,Qui Nhơn,2009,12,24.8
2470,Pleiku,2009,12,19.9
2471,Đà Lạt,2009,12,16.7
2472,Nha Trang,2009,12,25.0
2473,Vũng Tàu,2009,12,26.5
2474,Cà Mau,2009,12,26.7
2475,Lai Châu,2008,12,17.5
2476,Sơn La,2008,12,14.6
2477,Tuyên Quang,2008,12,17.2
2478,Hà Nội,2008,12,18.4
2479,Bãi Cháy,2008,12,18.1
2480,Nam Định,2008,12,18.0
2481,Vinh,2008,12,18.7
2482,Huế,2008,12,19.8
2483,Đà Nẵng,2008,12,21.5
2484,Qui Nhơn,2008,12,24.0
2485,Pleiku,2008,12,19.1
2486,Đà Lạt,2008,12,16.3
2487,Nha Trang,2008,12,24.6
2488,Vũng Tàu,2008,12,26.8
2489,Cà Mau,2008,12,26.2
2490,Lai Châu,2007,12,19.7
2491,Sơn La,2007,12,17.4
2492,Tuyên Quang,2007,12,19.6
2493,Hà Nội,2007,12,20.4
2494,Bãi Cháy,2007,12,20.0
2495,Nam Định,2007,12,20.3
2496,Vinh,2007,12,21.1
2497,Huế,2007,12,22.3
2498,Đà Nẵng,2007,12,23.9
2499,Qui Nhơn,2007,12,24.8
2500,Pleiku,2007,12,19.8
2501,Đà Lạt,2007,12,16.8
2502,Nha Trang,2007,12,25.3
2503,Vũng Tàu,2007,12,26.7
2504,Cà Mau,2007,12,26.9
2505,Lai Châu,2006,12,17.9
2506,Sơn La,2006,12,15.9
2507,Tuyên Quang,2006,12,17.1
2508,Hà Nội,2006,12,18.3
2509,Bãi Cháy,2006,12,18.8
2510,Nam Định,2006,12,18.0
2511,Vinh,2006,12,19.3
2512,Huế,2006,12,21.6
2513,Đà Nẵng,2006,12,23.4
2514,Qui Nhơn,2006,12,24.9
2515,Pleiku,2006,12,20.1
2516,Đà Lạt,2006,12,16.7
2517,Nha Trang,2006,12,25.2
2518,Vũng Tàu,2006,12,27.3
2519,Cà Mau,2006,12,26.8
